Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),throttle (%),brake (%)
ec,ae,bd,41,0,0,0,0,42.348121,110.29501239999999,0.0
ac,13,be,41,0,0,0,0,42.398128,110.29759159999999,0.0
11,73,be,41,0,0,0,0,42.448131,110.3000337,0.0
76,7f,bc,41,0,0,0,0,42.498134,110.2872438,0.0
10,b1,b9,41,0,0,0,0,42.548138,110.26885279999999,0.0
8d,6b,b8,41,0,0,0,0,42.598139,110.26051969999999,0.0
73,2a,a7,41,0,0,0,0,42.648145,110.14744189999999,0.0
87,e5,a0,41,0,0,0,0,42.698148,110.1063559,0.0
32,5e,a5,41,0,0,0,0,42.748151,110.1356594,0.0
32,5e,a5,41,0,0,0,0,42.798155,110.1356594,0.0
54,b3,a8,41,0,0,0,0,42.848157,110.1574996,0.0
dd,e3,a7,41,0,0,0,0,42.898161,110.1521885,0.0
3,17,ab,41,0,0,0,0,42.948167,110.1731587,0.0
64,c9,ad,41,0,0,0,0,42.998168,110.19083239999999,0.0
7b,f3,a9,41,0,0,0,0,43.048171,110.1656955,0.0
2e,73,ac,41,0,0,0,0,43.098176,110.18207179999999,0.0
55,a6,a0,41,0,0,0,0,43.148178,110.10473809999999,0.0
3c,cf,ba,41,0,0,0,0,43.198185,110.2761788,0.0
1e,a3,b5,41,0,0,0,0,43.248186,110.2422814,0.0
5,3b,b9,41,0,0,0,0,43.298189,110.2658309,0.0
f2,39,bb,41,0,0,0,0,43.348192,110.27891059999999,0.0
f,87,c1,42,0,0,0,0,46.498417,111.9979279,0.0
4c,8b,b8,42,0,0,0,0,46.548416,111.939054,0.0
7f,c6,b1,42,0,0,0,0,46.598421,111.8946943,0.0
44,77,b2,42,0,0,0,0,46.648424,111.8992196,0.0
a9,68,a8,42,0,0,0,0,46.998448,111.8333097,0.0
f1,e5,a7,42,0,0,0,0,47.048453,111.82996329999999,0.0
16,7e,a0,42,0,0,0,0,47.098459,111.7814294,0.0
1b,4f,54,42,0,0,0,0,47.148459,111.28215309999999,0.0
0,0,0,0,b9,4b,15,41,47.198463,0.0,109.1914681
0,0,0,0,53,9d,1,42,47.248468,0.0,110.7402067
0,0,0,0,9b,1d,1c,42,47.29847,0.0,110.91388429999999
0,0,0,0,1d,ef,20,42,47.348474,0.0,110.9454621
0,0,0,0,20,92,2a,42,47.398478,0.0,111.0086176
0,0,0,0,a2,63,2f,42,47.448482,0.0,111.0401954
0,0,0,0,ed,47,33,42,47.498485,0.0,111.06570049999999
0,0,0,0,1f,e0,35,42,47.548491,0.0,111.0827039
0,0,0,0,2b,2d,3c,42,47.598491,0.0,111.12399789999999
0,0,0,0,7f,bb,3c,42,47.648495,0.0,111.1276415
0,0,0,0,49,ce,3b,42,47.6985,0.0,111.1215689
0,0,0,0,9,37,3e,42,47.748503,0.0,111.1373577
0,0,0,0,26,d8,3d,42,47.798507,0.0,111.1349286
0,0,0,0,49,ce,3b,42,47.848509,0.0,111.1215689
0,0,0,0,b6,a8,3d,42,47.898514,0.0,111.1337142
0,0,0,0,9d,5c,3c,42,47.948518,0.0,111.12521249999999
0,0,0,0,49,ce,3b,42,47.99852,0.0,111.1215689
38,0,6a,3f,12,e1,3a,42,48.048519,106.391148,111.1154962
61,f7,1,3d,12,e1,3a,42,48.098521,102.3539041,111.1154962
0,0,0,0,8c,ba,37,42,48.14853,0.0,111.0948492
95,1a,3,40,a1,b1,3a,42,48.198529,107.3945237,111.11428169999999
6c,bb,a4,3f,56,cd,36,42,48.24853,106.77604919999999,111.08877659999999
ad,82,68,40,45,2b,32,42,48.348541,108.05910209999999,111.0584133
f2,46,87,40,7,46,29,42,48.398543,108.26073459999999,111.0001159
30,97,9c,40,a7,6a,22,42,48.448546,108.40041439999999,110.9551783
d9,98,6a,40,6f,8c,c,42,48.498551,108.0727769,110.81186389999999
40,17,6b,41,0,0,0,0,48.998591,109.7537344,0.0
89,9f,62,41,0,0,0,0,49.048595,109.6982409,0.0
25,79,9d,41,0,0,0,0,49.248609,110.08392049999999,0.0
c7,59,f1,41,0,0,0,0,49.298612,110.6336199,0.0
85,f6,1b,42,0,0,0,0,49.398619,110.9128837,0.0
2e,5d,46,42,0,0,0,0,49.448621,111.19076299999999,0.0
40,c1,81,42,0,0,0,0,49.598636,111.57998719999999,0.0
f4,43,6b,42,0,0,0,0,49.648634,111.4326004,0.0
8,2a,8c,42,0,0,0,0,49.748644,111.6482056,0.0
80,4,94,42,0,0,0,0,49.798648,111.6996736,0.0
97,96,8d,42,0,0,0,0,49.898652,111.6575383,0.0
f8,a0,8c,42,0,0,0,0,49.948659,111.6512504,0.0
e9,d5,8f,42,0,0,0,0,49.998661,111.67226649999999,0.0
fd,b1,8a,42,0,0,0,0,50.048665,111.6385789,0.0
16,2c,89,42,0,0,0,0,50.098669,111.62859739999999,0.0
d7,10,8c,42,0,0,0,0,50.148669,111.6475607,0.0
11,7a,8c,42,0,0,0,0,50.198674,111.65025449999999,0.0
8b,8e,8d,42,0,0,0,0,50.29868,111.6573323,0.0
51,9e,8f,42,0,0,0,0,50.348685,111.6708433,0.0
91,c0,a0,42,0,0,0,0,50.39869,111.7831313,0.0
1f,7e,a3,42,0,0,0,0,50.448694,111.8010911,0.0
45,47,a3,42,0,0,0,0,50.498695,111.7996869,0.0
d0,a4,9d,42,0,0,0,0,50.548698,111.76276,0.0
97,f9,95,42,0,0,0,0,50.598702,111.7125015,0.0
35,2,98,42,0,0,0,0,50.648707,111.7258293,0.0
6f,74,99,42,0,0,0,0,50.698709,111.7353071,0.0
35,2c,9a,42,0,0,0,0,50.748713,111.7400117,0.0
e8,c1,9b,42,0,0,0,0,50.798717,111.7503976,0.0
b6,37,c5,42,0,0,0,0,51.198746,112.022111,0.0
0,0,c8,42,0,0,0,0,51.24875,112.0403456,0.0
0,0,c8,42,0,0,0,0,51.648778,112.0403456,0.0
0,0,c8,42,0,0,0,0,51.698781,112.0403456,0.0
0,0,c8,42,0,0,0,0,51.748785,112.0403456,0.0
ea,c4,c6,42,0,0,0,0,51.798787,112.0322794,0.0
0,0,c8,42,0,0,0,0,51.848792,112.0403456,0.0
46,fc,c7,42,0,0,0,0,51.898793,112.04025019999999,0.0
0,0,c8,42,0,0,0,0,51.948799,112.0403456,0.0
b0,1f,c7,42,0,0,0,0,51.998801,112.03460319999999,0.0
eb,e1,bb,42,0,0,0,0,52.048805,111.9609323,0.0
18,59,b1,42,0,0,0,0,52.098807,111.89189359999999,0.0
5e,99,af,42,0,0,0,0,52.148811,111.8804318,0.0
ce,fe,b3,42,0,0,0,0,52.198816,111.90924299999999,0.0
a5,13,a7,42,0,0,0,0,52.248817,111.8245797,0.0
f4,94,ab,42,0,0,0,0,52.29882,111.8541044,0.0
b,81,a7,42,0,0,0,0,52.348827,111.8273803,0.0
f3,37,9c,42,0,0,0,0,52.398827,111.75341949999999,0.0
34,e3,9c,42,0,0,0,0,52.448832,111.75780359999999,0.0
6f,f4,9b,42,0,0,0,0,52.498836,111.75169109999999,0.0
74,d7,9f,42,0,0,0,0,52.54884,111.7771636,0.0
62,65,99,42,0,0,0,0,52.598844,111.7349218,0.0
4a,ee,98,42,0,0,0,0,52.648847,111.731873,0.0
3e,62,5a,42,78,c3,2,41,52.698846,111.3219646,109.0700152
0,0,0,0,1a,4c,17,42,52.748854,0.0,110.88230659999999
0,0,0,0,c4,59,2d,42,52.798857,0.0,111.0268356
0,0,0,0,e5,9d,36,42,52.848859,0.0,111.0875621
0,0,0,0,a5,6,39,42,52.898865,0.0,111.1033509
0,0,0,0,d7,9e,3b,42,52.948868,0.0,111.12035429999999
0,0,0,0,d7,9e,3b,42,52.998871,0.0,111.12035429999999
0,0,0,0,ce,f4,3e,42,53.048875,0.0,111.14221579999999
0,0,0,0,b1,53,3f,42,53.098879,0.0,111.14464489999999
0,0,0,0,e7,40,40,42,53.148884,0.0,111.1507175
0,0,0,0,93,b2,3f,42,53.198886,0.0,111.1470739
0,0,0,0,e3,eb,41,42,53.248891,0.0,111.1616483
0,0,0,0,93,b2,3f,42,53.298893,0.0,111.1470739
0,0,0,0,ce,f4,3e,42,53.348896,0.0,111.14221579999999
0,0,0,0,62,1a,3d,42,53.398898,0.0,111.1300706
0,0,0,0,83,10,3b,42,53.448904,0.0,111.1167107
0,0,0,0,34,d7,38,42,53.498906,0.0,111.10213639999999
0,0,0,0,2f,82,3a,42,53.548912,0.0,111.1130671
0,0,0,0,c6,fc,36,42,53.598914,0.0,111.089991
0,0,0,0,ed,47,33,42,53.648917,0.0,111.06570049999999
0,0,0,0,6,94,34,42,53.698922,0.0,111.0742022
0,0,0,0,80,6d,31,42,53.748928,0.0,111.05355519999999
0,0,0,0,45,2b,32,42,53.798927,0.0,111.0584133
0,0,0,0,28,8a,32,42,53.848933,0.0,111.0608424
0,0,0,0,f,3e,31,42,53.898936,0.0,111.0523407
0,0,0,0,9d,e,31,42,53.948937,0.0,111.05112609999999
0,0,0,0,bb,af,30,42,53.998942,0.0,111.0486971
0,0,0,0,67,21,30,42,54.048945,0.0,111.0450535
0,0,0,0,c8,ae,2b,42,54.098947,0.0,111.0159048
0,0,0,0,8e,1e,21,42,54.148951,0.0,110.94667659999999
0,0,0,0,12,54,f,42,54.198956,0.0,110.83008179999999
ef,dc,21,3f,17,2,a1,41,54.248956,105.9183855,110.1070871
4d,4e,65,3f,f6,b,55,41,54.29896,106.3603789,109.6092662
74,96,d6,3f,0,0,0,0,54.398969,107.1027828,0.0
47,23,98,3f,0,0,0,0,54.448974,106.6935111,0.0
0,0,0,0,ce,b5,1e,42,55.24903,0.0,110.9308878
0,0,0,0,94,25,14,42,55.299032,0.0,110.8616596
0,0,0,0,ae,23,a,42,55.399039,0.0,110.796075
0,0,0,0,e4,10,b,42,55.449046,0.0,110.8021476
0,0,0,0,90,82,a,42,55.499048,0.0,110.798504
0,0,0,0,1f,53,a,42,55.549051,0.0,110.79728949999999
0,0,0,0,ae,23,a,42,55.599052,0.0,110.796075
0,0,0,0,5a,95,9,42,55.649058,0.0,110.7924314
0,0,0,0,2c,52,5,42,55.699061,0.0,110.7644972
0,0,0,0,6b,e9,2,42,55.749065,0.0,110.74870829999999
0,0,0,0,95,b,d3,41,55.799069,0.0,110.4350101
0,0,0,0,9e,da,98,41,55.849073,0.0,110.0536478
0,0,0,0,b,3,58,41,55.899076,0.0,109.6286987
0,0,0,0,d4,88,2b,41,55.949081,0.0,109.33721159999999
0,0,0,0,90,1e,d3,40,55.999084,0.0,108.75777439999999
0,0,0,0,0,0,0,0,56.049092,0.0,0.0
0,0,0,0,0,0,0,0,56.099096,0.0,0.0
0,0,0,0,0,0,0,0,56.1491,0.0,0.0
0,0,0,0,0,0,0,0,56.199103,0.0,0.0
0,0,0,0,0,0,0,0,56.249108,0.0,0.0
0,0,0,0,0,0,0,0,56.29911,0.0,0.0
0,0,0,0,0,0,0,0,56.349113,0.0,0.0
0,0,0,0,0,0,0,0,56.399117,0.0,0.0
0,0,0,0,0,0,0,0,56.449121,0.0,0.0
0,0,0,0,0,0,0,0,56.499124,0.0,0.0
0,0,0,0,0,0,0,0,56.549129,0.0,0.0
0,0,0,0,0,0,0,0,56.599131,0.0,0.0
0,0,0,0,0,0,0,0,56.649135,0.0,0.0
0,0,0,0,0,0,0,0,56.699138,0.0,0.0
0,0,0,0,0,0,0,0,56.749142,0.0,0.0
0,0,0,0,0,0,0,0,56.799145,0.0,0.0
0,0,0,0,0,0,0,0,56.849148,0.0,0.0
0,0,0,0,0,0,0,0,56.899153,0.0,0.0
0,0,0,0,0,0,0,0,56.949155,0.0,0.0
0,0,0,0,0,0,0,0,56.999159,0.0,0.0
0,0,0,0,0,0,0,0,57.049163,0.0,0.0
0,0,0,0,0,0,0,0,57.099166,0.0,0.0
0,0,0,0,0,0,0,0,57.14917,0.0,0.0
0,0,0,0,0,0,0,0,57.199173,0.0,0.0
0,0,0,0,0,0,0,0,57.249177,0.0,0.0
0,0,0,0,0,0,0,0,57.299181,0.0,0.0
0,0,0,0,0,0,0,0,57.349184,0.0,0.0
0,0,0,0,0,0,0,0,60.049372,0.0,0.0
0,0,0,0,0,0,0,0,60.099376,0.0,0.0
0,0,0,0,0,0,0,0,60.399397,0.0,0.0
0,0,0,0,0,0,0,0,60.4494,0.0,0.0
0,0,0,0,0,0,0,0,60.899432,0.0,0.0
0,0,0,0,0,0,0,0,60.949436,0.0,0.0
