Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),FR susp (mm),FL susp (mm)
0,40,ef,44,0,80,d8,43,243.412486,-150.3857142857143,52.922222222222224
0,e0,ea,44,0,0,e0,43,243.46249,-147.63571428571427,54.75555555555555
0,0,d7,44,0,80,ed,43,243.512491,-135.14285714285714,58.05555555555556
0,20,d3,44,0,0,ed,43,243.562497,-132.70714285714286,57.93333333333333
0,20,d7,44,0,0,f6,43,243.612498,-135.22142857142856,60.13333333333333
0,80,d3,44,0,80,ff,43,243.662505,-132.94285714285715,62.45555555555556
0,60,e3,44,0,c0,5,44,243.712508,-142.92142857142858,65.38888888888889
0,20,dd,44,0,80,24,44,243.762511,-138.99285714285713,80.42222222222223
0,40,ce,44,0,40,17,44,243.812515,-129.64285714285714,73.94444444444446
0,40,cb,44,0,c0,11,44,243.862516,-127.75714285714287,71.25555555555556
0,c0,b6,44,0,c0,1d,44,243.912523,-114.87142857142857,77.12222222222222
0,0,f5,44,0,80,d5,43,244.312548,-154.0,52.18888888888889
0,e0,fb,44,0,c0,9,44,244.712577,-158.32142857142858,67.34444444444445
0,e0,f9,44,0,0,ce,43,244.762574,-157.06428571428572,50.355555555555554
0,0,f0,44,0,0,a2,43,244.812582,-150.85714285714286,39.6
0,e0,e5,44,0,80,af,43,244.862582,-144.49285714285713,42.9
0,80,e0,44,0,80,ce,43,244.912588,-141.11428571428573,50.47777777777778
0,20,cb,44,0,80,f5,43,244.96259,-127.67857142857144,60.01111111111111
0,80,c1,44,0,80,b3,43,245.012597,-121.62857142857142,43.87777777777778
0,c0,cd,44,0,80,e3,43,245.062599,-129.32857142857142,55.61111111111111
0,a0,cd,44,0,0,e0,43,245.112604,-129.25,54.75555555555555
0,c0,d6,44,0,0,e0,43,245.162607,-134.98571428571427,54.75555555555555
0,40,e4,44,0,0,c7,43,245.212611,-143.47142857142856,48.644444444444446
0,e0,d2,44,0,80,b7,43,245.262612,-132.55,44.855555555555554
0,60,e0,44,0,0,e7,43,245.312616,-141.0357142857143,56.46666666666666
0,60,d9,44,0,80,92,43,245.362619,-136.6357142857143,35.81111111111111
0,a0,c8,44,0,0,b2,43,245.412626,-126.10714285714285,43.51111111111111
0,e0,c8,44,0,80,e0,43,245.462629,-126.26428571428572,54.87777777777778
0,60,df,44,0,80,f0,43,245.512634,-140.40714285714287,58.788888888888884
0,40,d0,44,0,80,b8,43,245.562636,-130.9,45.099999999999994
0,0,ce,44,0,80,36,44,245.612634,-129.48571428571427,89.22222222222223
0,40,d7,44,0,0,6,44,245.662638,-135.3,65.5111111111111
0,0,da,44,0,0,da,43,245.712645,-137.02857142857144,53.28888888888889
0,40,ed,44,0,0,d1,43,245.762645,-149.12857142857143,51.08888888888889
0,40,ea,44,0,0,cf,43,245.812649,-147.24285714285713,50.6
0,c0,ad,44,0,80,a0,43,245.862654,-109.21428571428572,39.233333333333334
0,0,cc,44,0,0,98,43,246.012664,-128.22857142857143,37.15555555555556
0,c0,a3,44,0,0,4a,43,246.062669,-102.92857142857143,24.68888888888889
0,80,9c,44,0,0,44,43,246.112673,-98.37142857142857,23.955555555555556
0,0,37,44,0,0,e2,42,246.162674,-57.51428571428572,13.811111111111112
0,c0,6f,44,0,0,f6,42,246.212677,-75.35000000000001,15.033333333333333
0,40,3e,44,0,0,ea,42,246.262677,-59.792857142857144,14.3
0,80,4e,44,0,0,ce,42,246.312683,-64.89999999999999,12.588888888888889
0,80,4a,44,0,0,d6,42,246.362689,-63.642857142857146,13.077777777777778
0,c0,20,44,0,0,cc,42,246.412692,-50.52142857142857,12.466666666666667
0,80,5e,44,0,0,33,43,246.462696,-69.92857142857143,21.87777777777778
0,e0,9d,44,0,80,4,44,246.512698,-99.23571428571428,64.77777777777779
0,20,99,44,0,0,6e,43,246.562702,-96.25,29.08888888888889
0,c0,bb,44,0,80,a5,43,246.6127,-118.01428571428572,40.455555555555556
0,0,a3,44,0,0,49,43,246.66271,-102.45714285714286,24.566666666666666
0,e0,89,44,0,0,7d,43,246.712716,-86.66428571428571,30.92222222222222
0,e0,84,44,0,80,81,43,246.762711,-83.52142857142857,31.65555555555556
0,20,85,44,0,0,65,43,246.812713,-83.67857142857143,27.988888888888887
0,40,9a,44,0,80,8d,43,246.862724,-96.95714285714286,34.58888888888889
0,80,84,44,0,80,ce,43,246.912722,-83.28571428571428,50.47777777777778
0,20,84,44,0,80,4,44,246.962728,-83.05,64.77777777777779
0,c0,43,44,0,c0,5,44,247.012728,-61.52142857142857,65.38888888888889
0,c0,2a,44,0,0,f5,43,247.062733,-53.66428571428572,59.888888888888886
0,0,17,44,0,40,29,44,247.112732,-47.457142857142856,82.74444444444444
0,80,17,44,0,0,4f,44,247.162749,-47.614285714285714,101.2
0,40,15,44,0,c0,40,44,247.21275,-46.90714285714286,94.23333333333333
0,c0,19,44,0,c0,43,44,247.262752,-48.32142857142857,95.7
0,c0,4f,44,0,80,57,44,247.31275,-65.29285714285714,105.35555555555555
0,c0,4a,44,0,40,42,44,247.362759,-63.721428571428575,94.96666666666667
0,a0,a2,44,0,40,44,44,247.412759,-102.22142857142858,95.94444444444444
0,20,8c,44,0,80,49,44,247.462766,-88.07857142857142,98.5111111111111
0,80,67,44,0,80,55,44,247.512765,-72.75714285714287,104.37777777777778
0,0,d1,44,0,c0,3c,44,250.212951,-131.3714285714286,92.27777777777779
0,a0,c1,44,0,c0,6f,44,250.262959,-121.70714285714284,117.21111111111111
0,40,c4,44,0,0,21,44,250.31296,-123.35714285714286,78.71111111111111
0,e0,b8,44,0,0,21,44,250.362962,-116.20714285714287,78.71111111111111
0,40,d6,44,0,40,4f,44,250.412966,-134.67142857142855,101.32222222222222
0,0,d0,44,0,c0,48,44,250.462974,-130.74285714285713,98.14444444444445
0,60,a4,44,0,80,fa,43,250.512978,-103.32142857142857,61.233333333333334
0,0,ab,44,0,0,9,44,250.562979,-107.48571428571428,66.97777777777779
0,40,ca,44,0,0,ee,43,250.612985,-127.12857142857143,58.17777777777778
0,c0,98,44,0,0,1a,43,251.013008,-96.01428571428572,18.822222222222223
0,60,aa,44,0,0,4e,43,251.063015,-107.09285714285714,25.177777777777777
0,20,a1,44,0,0,54,43,251.163017,-101.27857142857142,25.91111111111111
0,60,f5,44,0,0,1d,43,251.213018,-154.2357142857143,19.18888888888889
0,40,cf,44,0,0,26,43,251.263018,-130.27142857142857,20.288888888888888
0,20,d2,44,0,0,3d,43,251.313026,-132.07857142857142,23.099999999999998
0,40,dd,44,0,80,a0,43,251.613047,-139.07142857142856,39.233333333333334
0,60,e1,44,0,0,78,43,251.663044,-141.6642857142857,30.31111111111111
0,e0,e5,44,0,80,81,43,251.71305,-144.49285714285713,31.65555555555556
0,0,eb,44,0,0,8f,43,251.763058,-147.7142857142857,34.955555555555556
0,20,f4,44,0,80,89,43,251.813058,-153.45,33.611111111111114
0,40,f1,44,0,80,88,43,251.863059,-151.64285714285714,33.36666666666667
0,60,f4,44,0,80,87,43,251.913063,-153.60714285714286,33.12222222222222
0,e0,f7,44,0,80,8a,43,251.963069,-155.80714285714285,33.855555555555554
0,20,eb,44,0,80,93,43,252.013076,-147.79285714285714,36.05555555555556
0,e0,ec,44,0,0,8c,43,252.063077,-148.89285714285714,34.22222222222222
0,c0,f3,44,0,0,8c,43,252.113084,-153.2142857142857,34.22222222222222
0,c0,f4,44,0,80,b4,43,252.163086,-153.84285714285716,44.12222222222222
0,c0,f1,44,0,0,ab,43,252.213091,-151.95714285714286,41.8
0,20,f2,44,0,0,d1,43,252.263093,-152.19285714285715,51.08888888888889
0,60,f0,44,0,0,ae,43,252.313096,-151.09285714285716,42.53333333333333
0,80,e3,44,0,0,c4,43,252.363099,-143.0,47.91111111111111
0,c0,f5,44,0,80,86,43,252.413107,-154.4714285714286,32.87777777777777
0,a0,fa,44,0,80,a6,43,252.463106,-157.53571428571428,40.7
0,c0,f8,44,0,40,7,44,252.513112,-156.35714285714286,66.12222222222222
0,40,f3,44,0,0,b6,43,252.563114,-152.89999999999998,44.48888888888889
0,c0,f4,44,0,80,b7,43,252.613115,-153.84285714285716,44.855555555555554
0,40,f7,44,0,0,a7,43,252.66312,-155.4142857142857,40.82222222222222
0,80,f3,44,0,0,9b,43,252.713125,-153.05714285714285,37.888888888888886
0,e0,f2,44,0,80,b3,43,252.763133,-152.6642857142857,43.87777777777778
0,20,f6,44,0,0,bb,43,252.813132,-154.70714285714286,45.711111111111116
0,c0,f0,44,0,80,b8,43,252.863133,-151.32857142857142,45.099999999999994
0,0,f4,44,0,0,c5,43,252.913133,-153.37142857142857,48.15555555555555
0,e0,ef,44,0,0,c1,43,252.963144,-150.77857142857144,47.17777777777778
0,80,f9,44,0,0,e6,43,253.013144,-156.82857142857142,56.222222222222214
0,80,f1,44,0,40,4,44,253.063151,-151.79999999999998,64.65555555555555
0,c0,eb,44,0,80,9,44,253.113153,-148.18571428571428,67.22222222222223
0,e0,e4,44,0,80,ef,43,253.163155,-143.8642857142857,58.54444444444445
0,60,d9,44,0,0,de,43,253.213156,-136.6357142857143,54.266666666666666
0,20,d3,44,0,0,10,44,253.263165,-132.70714285714286,70.4
0,c0,c6,44,0,40,a,44,253.31317,-124.92857142857143,67.58888888888889
0,20,ca,44,0,80,f,44,253.363172,-127.05,70.15555555555555
0,40,e0,44,0,c0,2,44,253.413174,-140.95714285714286,63.922222222222224
0,80,ed,44,0,0,ff,43,253.46318,-149.2857142857143,62.33333333333333
0,0,e8,44,0,80,e1,43,253.513181,-145.82857142857142,55.12222222222222
0,60,ef,44,0,0,d2,43,253.563187,-150.46428571428572,51.333333333333336
0,40,ef,44,0,0,c3,43,253.613185,-150.3857142857143,47.66666666666667
0,0,ef,44,0,80,ec,43,253.663191,-150.22857142857143,57.81111111111111
0,40,db,44,0,0,b0,43,253.713199,-137.81428571428572,43.022222222222226
0,40,f7,44,0,0,e3,43,253.763199,-155.4142857142857,55.488888888888894
0,40,f5,44,0,80,d2,43,253.813206,-154.15714285714287,51.455555555555556
0,80,f1,44,0,80,cf,43,253.863208,-151.79999999999998,50.72222222222223
0,60,ef,44,0,80,f9,43,253.913214,-150.46428571428572,60.98888888888889
0,a0,f7,44,0,40,1,44,253.963216,-155.65,63.18888888888889
0,80,f4,44,0,c0,23,44,254.013215,-153.68571428571428,80.05555555555556
0,80,fb,44,0,0,f4,43,254.063218,-158.0857142857143,59.64444444444445
0,a0,f5,44,0,0,cf,43,254.113222,-154.39285714285714,50.6
0,a0,f1,44,0,80,ca,43,254.163224,-151.87857142857143,49.5
0,e0,f6,44,0,80,eb,43,254.213227,-155.17857142857144,57.56666666666666
0,80,eb,44,0,80,b6,43,254.26323,-148.0285714285714,44.611111111111114
0,60,fc,44,0,80,c9,43,254.313237,-158.6357142857143,49.25555555555555
0,0,f0,44,0,80,c2,43,254.363239,-150.85714285714286,47.544444444444444
0,a0,fd,44,0,0,da,43,254.413243,-159.42142857142858,53.28888888888889
0,80,d5,44,0,80,c5,43,254.463247,-134.2,48.27777777777778
0,20,d0,44,0,0,c1,43,254.51325,-130.82142857142858,47.17777777777778
0,20,ca,44,0,80,e2,43,254.563252,-127.05,55.36666666666666
0,60,c2,44,0,c0,5,44,254.613255,-122.17857142857143,65.38888888888889
0,a0,da,44,0,0,1c,44,254.66326,-137.42142857142858,76.26666666666667
0,40,db,44,0,40,7,44,254.713265,-137.81428571428572,66.12222222222222
0,20,da,44,0,80,f7,43,254.763267,-137.10714285714286,60.50000000000001
0,80,a0,44,0,0,e2,42,255.56332,-100.88571428571429,13.811111111111112
0,40,aa,44,0,0,25,43,255.613324,-107.01428571428572,20.166666666666664
0,40,87,44,0,0,d,43,255.663329,-85.01428571428572,17.233333333333334
0,0,29,44,0,0,d6,42,255.713327,-53.114285714285714,13.077777777777778
0,0,ac,44,0,0,b5,43,255.763332,-108.11428571428571,44.24444444444444
0,0,b8,44,0,0,c,43,255.81334,-115.65714285714286,17.11111111111111
0,c0,69,44,0,0,62,43,255.863338,-73.46428571428571,27.622222222222224
0,40,6c,44,0,0,f0,42,255.913344,-74.25,14.666666666666666
0,c0,a4,44,0,0,16,43,255.963347,-103.55714285714285,18.333333333333332
0,c0,8d,44,0,0,15,43,256.013345,-89.10000000000001,18.211111111111112
0,40,a5,44,0,0,69,43,256.063352,-103.87142857142857,28.477777777777778
0,e0,c5,44,0,80,2a,44,258.963555,-124.37857142857143,83.35555555555555
0,60,ce,44,0,0,1e,44,259.01356,-129.72142857142856,77.24444444444444
0,c0,d1,44,0,0,e3,43,259.413587,-131.84285714285716,55.488888888888894
0,80,e6,44,0,c0,4c,44,259.463588,-144.8857142857143,100.10000000000001
0,60,e4,44,0,0,aa,43,259.513596,-143.54999999999998,41.55555555555556
0,80,dc,44,0,80,dc,43,259.563597,-138.6,53.9
0,20,e6,44,0,80,d5,43,259.613599,-144.65,52.18888888888889
0,0,e2,44,0,80,da,43,259.663605,-142.05714285714285,53.41111111111111
0,20,d9,44,0,0,d4,43,259.713608,-136.47857142857143,51.82222222222222
0,20,dc,44,0,80,e1,43,259.763609,-138.3642857142857,55.12222222222222
0,20,bc,44,0,0,1b,44,259.813614,-118.25,75.77777777777777
0,40,c9,44,0,80,f8,43,259.863622,-126.49999999999999,60.74444444444444
0,20,c5,44,0,0,f5,43,259.913621,-123.90714285714284,59.888888888888886
0,40,d6,44,0,80,dc,43,259.963622,-134.67142857142855,53.9
0,80,cf,44,0,80,cf,43,260.013626,-130.42857142857142,50.72222222222223
0,40,d4,44,0,40,e,44,260.063631,-133.4142857142857,69.54444444444445
0,20,de,44,0,c0,4a,44,260.113635,-139.62142857142857,99.12222222222222
0,0,da,44,0,0,d9,43,260.163639,-137.02857142857144,53.044444444444444
0,c0,db,44,0,80,ca,43,260.213641,-138.12857142857143,49.5
0,0,e1,44,0,c0,15,44,260.263641,-141.42857142857144,73.21111111111111
0,0,e4,44,0,80,f9,43,260.313644,-143.31428571428572,60.98888888888889
0,a0,ba,44,0,0,6c,43,260.363653,-117.30714285714286,28.84444444444445
0,e0,ba,44,0,0,50,43,260.413654,-117.46428571428571,25.42222222222222
0,60,c0,44,0,80,81,43,260.463658,-120.92142857142856,31.65555555555556
0,a0,95,44,0,0,2e,43,260.513661,-94.05,21.266666666666666
0,0,8e,44,0,0,f4,42,260.563661,-89.25714285714285,14.911111111111113
0,60,b4,44,0,0,1b,43,260.613667,-113.37857142857143,18.944444444444443
0,0,a2,44,0,0,17,43,260.663671,-101.82857142857142,18.455555555555556
0,0,9c,44,0,0,7c,43,260.713676,-98.05714285714286,30.800000000000004
0,e0,8e,44,0,0,31,43,260.763675,-89.80714285714285,21.633333333333333
0,e0,d1,44,0,0,46,43,260.813682,-131.92142857142858,24.2
0,80,b5,44,0,0,48,43,260.863678,-114.08571428571429,24.444444444444443
0,0,93,44,0,0,5e,43,260.91369,-92.39999999999999,27.133333333333333
0,60,a2,44,0,0,1e,43,260.96369,-102.06428571428572,19.31111111111111
0,a0,81,44,0,0,f8,42,261.013695,-81.47857142857143,15.155555555555555
0,20,ab,44,0,0,c6,42,261.063694,-107.56428571428572,12.1
0,20,9a,44,0,0,61,43,261.1137,-96.87857142857142,27.5
0,c0,78,44,0,0,e0,42,261.1637,-78.17857142857143,13.688888888888888
0,0,3e,44,0,0,37,43,261.213705,-59.71428571428571,22.366666666666667
0,40,43,44,0,80,92,43,261.263708,-61.364285714285714,35.81111111111111
0,40,a5,44,0,0,26,44,263.913898,-103.87142857142857,81.15555555555555
0,80,9e,44,0,40,20,44,263.9639,-99.62857142857143,78.34444444444445
0,20,b9,44,0,c0,20,44,264.013907,-116.36428571428571,78.58888888888889
0,40,af,44,0,40,8,44,264.063906,-110.15714285714284,66.6111111111111
0,20,e3,44,0,c0,2f,44,264.113909,-142.7642857142857,85.92222222222222
0,60,d8,44,0,c0,30,44,264.163921,-136.00714285714287,86.41111111111111
0,e0,d2,44,0,80,89,43,264.463932,-132.55,33.611111111111114
0,60,ea,44,0,0,d3,43,264.513935,-147.32142857142856,51.57777777777778
0,20,bd,44,0,0,3b,43,265.163981,-118.87857142857143,22.855555555555558
0,60,db,44,0,0,5b,43,265.213981,-137.89285714285714,26.76666666666667
0,a0,bf,44,0,0,7e,43,265.263989,-120.45,31.044444444444444
0,0,c1,44,0,0,4f,43,265.31399,-121.3142857142857,25.3
0,e0,a3,44,0,0,39,43,265.363997,-103.00714285714285,22.61111111111111
0,40,c0,44,0,0,10,43,265.414001,-120.84285714285714,17.6
0,20,bc,44,0,0,4c,43,265.463999,-118.25,24.933333333333334
0,40,b6,44,0,0,35,43,265.514001,-114.55714285714285,22.12222222222222
0,0,c0,44,0,0,8f,43,265.564006,-120.6857142857143,34.955555555555556
0,a0,b5,44,0,0,32,43,265.614005,-114.16428571428571,21.755555555555556
0,a0,b0,44,0,0,4a,43,265.664012,-111.02142857142857,24.68888888888889
0,80,ae,44,0,0,e,43,265.714018,-109.68571428571428,17.355555555555554
0,c0,dc,44,0,0,53,43,265.764021,-138.75714285714284,25.78888888888889
0,40,f2,44,0,0,82,43,265.814019,-152.27142857142857,31.777777777777775
0,c0,c2,44,0,0,60,43,265.864024,-122.41428571428571,27.377777777777776
0,c0,da,44,0,0,7a,43,265.914026,-137.5,30.555555555555557
0,60,ed,44,0,0,78,43,265.96403,-149.20714285714286,30.31111111111111
0,0,f5,44,0,0,7e,43,266.014037,-154.0,31.044444444444444
0,c0,f7,44,0,80,9b,43,266.064038,-155.72857142857143,38.01111111111111
0,20,fb,44,0,80,8e,43,266.114041,-157.85,34.83333333333333
0,60,f6,44,0,0,93,43,266.164044,-154.86428571428573,35.93333333333333
0,20,ec,44,0,80,98,43,266.214053,-148.42142857142855,37.27777777777778
0,0,f8,44,0,0,ce,43,266.714091,-155.88571428571427,50.355555555555554
0,80,f0,44,0,80,ee,43,266.76409,-151.17142857142858,58.300000000000004
0,40,f2,44,0,80,9c,43,266.864096,-152.27142857142857,38.25555555555556
0,e0,ee,44,0,80,c7,43,266.914098,-150.15,48.766666666666666
0,80,f5,44,0,80,ae,43,267.064108,-154.31428571428572,42.65555555555556
0,e0,f8,44,0,0,b7,43,267.114112,-156.43571428571428,44.733333333333334
0,a0,f5,44,0,0,ba,43,267.164116,-154.39285714285714,45.46666666666667
0,c0,f2,44,0,80,b5,43,267.214121,-152.5857142857143,44.36666666666667
0,20,f3,44,0,80,b4,43,267.264128,-152.82142857142856,44.12222222222222
0,80,f2,44,0,0,d0,43,267.314129,-152.42857142857142,50.84444444444444
0,80,ef,44,0,80,bd,43,267.364131,-150.54285714285714,46.32222222222222
0,c0,f0,44,0,80,f9,43,267.414136,-151.32857142857142,60.98888888888889
0,60,de,44,0,c0,16,44,267.464141,-139.77857142857144,73.7
0,0,f3,44,0,0,4,44,267.514143,-152.74285714285713,64.53333333333333
0,0,e3,44,0,0,3,44,267.56415,-142.68571428571428,64.04444444444444
0,40,ee,44,0,c0,f,44,267.614151,-149.75714285714287,70.27777777777777
0,e0,e5,44,0,80,7,44,267.664156,-144.49285714285713,66.24444444444444
0,0,d1,44,0,40,a,44,267.714159,-131.3714285714286,67.58888888888889
0,40,dd,44,0,80,7,44,267.764162,-139.07142857142856,66.24444444444444
0,e0,c1,44,0,40,18,44,267.814166,-121.86428571428571,74.43333333333334
0,60,b2,44,0,0,40,44,267.86417,-112.12142857142858,93.86666666666666
0,c0,b0,44,0,c0,34,44,267.914175,-111.1,88.36666666666667
0,a0,b2,44,0,40,2a,44,267.96418,-112.27857142857142,83.23333333333333
0,20,d0,44,0,40,24,44,268.014184,-130.82142857142858,80.3
0,60,d0,44,0,0,1e,44,268.064188,-130.97857142857143,77.24444444444444
0,a0,eb,44,0,80,f4,43,268.114186,-148.10714285714286,59.766666666666666
0,20,e6,44,0,80,db,43,268.16419,-144.65,53.65555555555555
0,e0,ea,44,0,80,d3,43,268.214195,-147.63571428571427,51.699999999999996
0,0,f0,44,0,0,e7,43,268.264196,-150.85714285714286,56.46666666666666
0,0,f8,44,0,c0,26,44,268.3142,-155.88571428571427,81.52222222222223
0,80,fb,44,0,0,de,43,268.714229,-158.0857142857143,54.266666666666666
0,a0,e7,44,0,0,e3,43,268.764231,-145.59285714285716,55.488888888888894
0,a0,d8,44,0,0,95,43,268.814231,-136.1642857142857,36.422222222222224
0,40,f8,44,0,0,ba,43,268.864238,-156.04285714285714,45.46666666666667
0,c0,f0,44,0,c0,34,44,268.914238,-151.32857142857142,88.36666666666667
0,40,e5,44,0,0,b9,43,268.964244,-144.1,45.22222222222222
0,c0,c7,44,0,80,91,43,269.014247,-125.55714285714286,35.56666666666666
0,40,fd,44,0,0,b8,43,269.064251,-159.18571428571428,44.97777777777778
0,0,d3,44,0,0,f6,43,269.114255,-132.62857142857143,60.13333333333333
0,20,d4,44,0,40,6,44,269.164256,-133.3357142857143,65.63333333333334
0,20,b2,44,0,0,5a,43,269.214259,-111.96428571428571,26.644444444444446
0,60,e0,44,0,80,a6,43,269.264266,-141.0357142857143,40.7
0,60,db,44,0,80,fb,43,269.314269,-137.89285714285714,61.477777777777774
0,a0,ce,44,0,80,c3,43,269.36427,-129.8785714285714,47.78888888888889
0,c0,dd,44,0,80,16,44,269.414275,-139.38571428571427,73.57777777777777
0,20,de,44,0,80,22,44,269.464276,-139.62142857142857,79.44444444444444
0,c0,be,44,0,c0,24,44,269.51428,-119.9,80.54444444444444
0,0,c9,44,0,c0,7,44,269.564286,-126.34285714285714,66.36666666666667
0,0,d3,44,0,0,1c,44,269.61429,-132.62857142857143,76.26666666666667
0,80,e1,44,0,0,25,44,269.664291,-141.74285714285713,80.66666666666666
0,80,b0,44,0,c0,47,44,269.714299,-110.94285714285715,97.65555555555555
0,a0,ca,44,0,40,5d,44,269.7643,-127.36428571428573,108.16666666666666
0,0,cb,44,0,0,a5,43,269.814304,-127.6,40.33333333333333
0,a0,f1,44,0,0,c4,43,269.864305,-151.87857142857143,47.91111111111111
0,a0,db,44,0,80,e0,43,269.914301,-138.04999999999998,54.87777777777778
0,40,a1,44,0,0,d0,43,269.964312,-101.35714285714285,50.84444444444444
0,0,84,44,0,0,1e,43,270.014318,-82.97142857142858,19.31111111111111
0,40,a5,44,0,0,27,43,270.064321,-103.87142857142857,20.41111111111111
0,40,a3,44,0,0,3e,43,270.114327,-102.61428571428571,23.22222222222222
0,60,87,44,0,0,c,43,270.26433,-85.09285714285714,17.11111111111111
0,40,90,44,0,0,1c,43,270.314342,-90.67142857142858,19.066666666666666
0,e0,8b,44,0,0,be,42,270.364336,-87.92142857142856,11.61111111111111
0,e0,98,44,0,0,2b,43,270.414345,-96.09285714285714,20.9
0,c0,3d,44,0,0,d4,42,270.464345,-59.635714285714286,12.955555555555556
0,c0,5f,44,0,0,ee,42,270.514349,-70.32142857142857,14.544444444444444
0,60,86,44,0,0,e4,42,270.564353,-84.46428571428572,13.933333333333335
0,80,61,44,0,0,57,43,270.614355,-70.87142857142857,26.27777777777778
0,0,8c,44,0,0,22,43,270.664362,-88.0,19.8
0,0,5b,44,0,0,b,43,270.714361,-68.82857142857142,16.988888888888887
0,40,2b,44,0,0,11,43,270.76436,-53.82142857142857,17.722222222222225
0,40,80,44,0,0,a3,43,270.814367,-80.61428571428571,39.84444444444444
0,0,46,44,0,80,45,44,270.864367,-62.22857142857143,96.55555555555556
0,40,19,44,0,0,16,44,270.914373,-48.16428571428571,73.33333333333333
0,c0,95,44,0,40,35,44,270.964375,-94.12857142857143,88.61111111111111
0,80,21,44,0,c0,3c,44,271.014375,-50.75714285714285,92.27777777777779
0,0,1f,44,0,40,4a,44,271.064383,-49.971428571428575,98.87777777777778
0,80,77,44,0,0,5f,44,271.11439,-77.78571428571429,109.02222222222223
0,0,44,44,0,0,66,44,271.164394,-61.60000000000001,112.44444444444443
0,80,9f,44,0,40,62,44,271.214396,-100.25714285714287,110.61111111111111
0,40,ad,44,0,80,66,44,271.264401,-108.9,112.6888888888889
0,c0,42,44,0,0,91,44,271.314405,-61.207142857142856,141.7777777777778
0,40,8d,44,0,c0,59,44,271.764434,-88.78571428571429,106.45555555555555
0,60,a3,44,0,0,6b,44,271.814438,-102.69285714285715,114.8888888888889
0,0,af,44,0,40,75,44,272.314471,-110.0,119.9
0,20,a6,44,0,60,86,44,272.364474,-104.42142857142858,131.38888888888889
0,80,9f,44,0,80,85,44,272.414484,-100.25714285714287,130.53333333333333
0,40,ad,44,0,40,97,44,272.464481,-108.9,147.8888888888889
0,40,99,44,0,80,96,44,272.514484,-96.32857142857142,147.15555555555554
0,40,b4,44,0,a0,a0,44,272.564491,-113.3,157.05555555555557
0,0,be,44,0,0,a6,44,272.614492,-119.42857142857142,162.3111111111111
0,40,ae,44,0,a0,9f,44,272.664496,-109.52857142857142,156.07777777777778
0,20,b1,44,0,80,a5,44,272.714503,-111.33571428571429,161.82222222222222
0,60,be,44,0,80,87,44,272.764503,-119.66428571428571,132.48888888888888
0,a0,a7,44,0,80,5b,44,272.814511,-105.36428571428571,107.3111111111111
0,c0,df,44,0,0,66,44,272.864513,-140.64285714285714,112.44444444444443
0,20,af,44,0,c0,71,44,272.914512,-110.07857142857142,118.1888888888889
0,e0,c1,44,0,40,82,44,272.964519,-121.86428571428571,127.35555555555555
0,e0,c3,44,0,e0,83,44,273.01452,-123.12142857142857,128.94444444444446
0,60,cb,44,0,80,74,44,273.064524,-127.83571428571429,119.53333333333333
0,e0,ba,44,0,80,74,44,273.114527,-117.46428571428571,119.53333333333333
0,0,b1,44,0,60,87,44,273.164534,-111.25714285714285,132.36666666666667
0,40,b3,44,0,20,96,44,273.214534,-112.67142857142856,146.7888888888889
0,e0,a1,44,0,a0,87,44,273.264536,-101.75,132.61111111111111
0,a0,b3,44,0,20,86,44,273.314541,-112.90714285714286,131.14444444444445
0,c0,ba,44,0,a0,b1,44,273.364548,-117.38571428571429,173.67777777777778
0,60,b2,44,0,80,85,44,273.41455,-112.12142857142858,130.53333333333333
0,40,c0,44,0,0,85,44,273.464555,-120.84285714285714,130.04444444444445
0,c0,d3,44,0,40,35,44,273.514557,-133.1,88.61111111111111
0,c0,d8,44,0,0,f8,43,273.564563,-136.24285714285716,60.62222222222222
0,40,a6,44,0,0,d6,43,273.61456,-104.5,52.31111111111111
0,e0,be,44,0,c0,28,44,273.664566,-119.97857142857143,82.5
0,0,a9,44,0,80,26,44,273.714569,-106.22857142857143,81.4
0,40,a9,44,0,c0,23,44,273.764571,-106.38571428571429,80.05555555555556
0,c0,c4,44,0,0,17,44,273.814577,-123.67142857142858,73.82222222222222
0,20,c3,44,0,40,2b,44,273.864581,-122.65,83.72222222222221
0,20,cc,44,0,40,1e,44,273.914587,-128.30714285714285,77.36666666666667
0,60,de,44,0,80,1e,44,273.964592,-139.77857142857144,77.48888888888888
0,20,d7,44,0,0,d,44,274.014592,-135.22142857142856,68.93333333333334
0,e0,ce,44,0,c0,11,44,274.064593,-130.03571428571428,71.25555555555556
0,0,be,44,0,c0,20,44,274.114601,-119.42857142857142,78.58888888888889
0,e0,c5,44,0,80,f,44,274.164601,-124.37857142857143,70.15555555555555
0,60,dc,44,0,80,ad,43,274.214607,-138.52142857142857,42.41111111111111
0,20,fc,44,0,80,d5,43,274.264609,-158.47857142857143,52.18888888888889
0,e0,de,44,0,80,b6,43,274.314614,-140.09285714285716,44.611111111111114
0,20,ed,44,0,0,d3,43,274.364615,-149.05,51.57777777777778
0,0,de,44,0,40,7,44,274.414619,-139.54285714285714,66.12222222222222
0,a0,db,44,0,0,b4,43,274.464619,-138.04999999999998,44.0
0,0,f3,44,0,0,c7,43,274.514624,-152.74285714285713,48.644444444444446
0,40,d0,44,0,80,cf,43,274.564627,-130.9,50.72222222222223
