Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
38,7d,e0,3f,0,f0,1d,46,410.073631,-188.09133856744188,17.6367104
7f,8b,38,41,0,f0,1d,46,410.123633,-184.31585296744188,17.6367104
a8,dd,da,41,0,f0,1d,46,410.173636,-182.53462906046514,17.6367104
d4,9b,2d,42,0,f0,1d,46,410.223637,-181.6266528,17.6367104
b2,7f,4b,42,0,f0,1d,46,410.273641,-181.29865462325583,17.6367104
65,93,4e,42,0,f0,1d,46,410.323644,-181.26488980465118,17.6367104
e2,4f,3e,42,0,f0,1d,46,410.373648,-181.44335921860466,17.6367104
43,a4,c,42,0,f0,1d,46,410.423652,-181.98841579534883,17.6367104
b2,b5,5b,41,0,f0,1d,46,410.473656,-183.9299726511628,17.6367104
d0,b,ab,be,0,f0,1d,46,410.523662,168.09165544186033,17.6367104
81,4b,f6,c0,0,f0,1d,46,410.573664,174.53581233488376,17.6367104
81,4b,f6,c0,0,f0,1d,46,410.623668,174.53581233488376,17.6367104
27,43,ef,c0,0,f0,1d,46,410.673672,174.45864005581393,17.6367104
d8,b1,8c,c1,0,f0,1d,46,410.723673,176.18621960930227,17.6367104
a6,48,89,c0,0,f0,1d,46,410.773678,173.33958173023257,17.6367104
3e,78,7d,c0,0,f0,1d,46,410.823682,173.20994020465116,17.6367104
36,f1,c,c0,0,f0,1d,46,410.873684,171.97512346046506,17.6367104
30,67,6f,c0,0,f0,1d,46,410.923688,173.0555805767442,17.6367104
2d,51,90,c0,0,f0,1d,46,410.973691,173.416761544186,17.6367104
49,7b,b3,c0,0,f0,1d,46,411.023693,173.8026380093022,17.6367104
c6,cb,1a,c1,0,f0,1d,46,411.073697,174.93635553488366,17.6367104
18,e5,2f,c1,0,f0,1d,46,411.123703,175.1678837581395,17.6367104
9e,af,38,c1,0,f0,1d,46,411.173706,175.26435270697675,17.6367104
d,63,80,c1,0,f0,1d,46,411.223711,176.05116050232562,17.6367104
ee,73,8e,c1,0,f0,1d,46,411.273711,176.20551259534886,17.6367104
42,e2,62,c1,0,f0,1d,46,411.323714,175.72740915348834,17.6367104
88,ed,36,c1,0,f0,1d,46,411.373718,175.24505972093027,17.6367104
18,e5,2f,c1,0,f0,1d,46,411.423724,175.1678837581395,17.6367104
64,58,25,c1,0,f0,1d,46,411.473726,175.05211780465117,17.6367104
b8,f8,a,c1,0,f0,1d,46,411.523729,174.76270660465116,17.6367104
31,2e,2,c1,0,f0,1d,46,411.573733,174.66623748837208,17.6367104
cc,33,3c,c1,0,f0,1d,46,411.623735,175.3029390139535,17.6367104
de,18,cc,c0,0,f0,1d,46,411.673738,174.072756055814,17.6367104
ea,22,2e,c1,0,f0,1d,46,411.723741,175.1485867534883,17.6367104
8,54,fd,c0,0,f0,1d,46,411.773747,174.61299214883718,17.6367104
74,b2,5,c1,0,f0,1d,46,411.82375,174.70482731162792,17.6367104
c6,cb,1a,c1,0,f0,1d,46,411.873753,174.93635553488366,17.6367104
80,c0,46,c1,0,f0,1d,46,411.923757,175.41870496744184,17.6367104
58,a4,64,c1,0,f0,1d,46,411.97376,175.74670213953493,17.6367104
22,f3,70,c1,0,f0,1d,46,412.023757,175.88176107906986,17.6367104
10,36,90,c1,0,f0,1d,46,412.07376,176.22480759069765,17.6367104
d6,7f,7b,c1,0,f0,1d,46,412.123772,175.99752703255808,17.6367104
ac,44,4a,c1,0,f0,1d,46,412.17377,175.4572909395348,17.6367104
6c,85,15,c1,0,f0,1d,46,412.223774,174.8784725581396,17.6367104
d4,60,2c,c1,0,f0,1d,46,412.273781,175.12929376744182,17.6367104
b8,f8,a,c1,0,f0,1d,46,412.323784,174.76270660465116,17.6367104
7a,1a,27,c1,0,f0,1d,46,412.373788,175.07141079069766,17.6367104
c,31,6f,c1,0,f0,1d,46,412.423792,175.86246809302327,17.6367104
f3,46,ee,c1,0,f0,1d,46,412.473792,177.2570376,17.6367104
b2,ea,69,c1,0,f0,1d,46,412.523789,175.804585116279,17.6367104
9d,a2,85,c2,0,f0,1d,46,413.073827,178.91796072558134,17.6367104
43,2,a0,c2,0,f0,1d,46,413.123838,179.2073709209302,17.6367104
40,d5,af,c2,0,f0,1d,46,413.173839,179.3810170046512,17.6367104
ec,8e,be,c2,0,f0,1d,46,413.22384,179.5426044279069,17.6367104
16,32,c1,c2,0,f0,1d,46,413.273848,179.57154541395346,17.6367104
24,13,c2,c2,0,f0,1d,46,413.323854,179.58119240930228,17.6367104
16,32,c1,c2,0,f0,1d,46,413.373856,179.57154541395346,17.6367104
fa,6f,bf,c2,0,f0,1d,46,413.423862,179.55225142325583,17.6367104
e9,61,ce,c2,0,f0,1d,46,413.473863,179.7162505116279,17.6367104
63,1e,aa,c2,0,f0,1d,46,413.523864,179.31831120000004,17.6367104
b3,a,a7,c2,0,f0,1d,46,413.573869,179.28454688372085,17.6367104
43,2,b4,c2,0,f0,1d,46,413.623872,179.42684031627903,17.6367104
6b,a5,ca,c2,0,f0,1d,46,413.673875,179.67525036279062,17.6367104
a2,fc,dd,c2,0,f0,1d,46,413.723879,179.88748476279068,17.6367104
c6,45,ec,c2,0,f0,1d,46,413.77388,180.0442485209303,17.6367104
e2,7,ee,c2,0,f0,1d,46,413.823887,180.06354251162793,17.6367104
75,2c,eb,c2,0,f0,1d,46,413.873887,180.0321898604651,17.6367104
3f,d5,eb,c2,0,f0,1d,46,413.923895,180.03942502325583,17.6367104
3f,d5,eb,c2,0,f0,1d,46,413.973899,180.03942502325583,17.6367104
f0,e8,ee,c2,0,f0,1d,46,414.023898,180.07318950697686,17.6367104
4d,b6,ec,c2,0,f0,1d,46,414.073903,180.04907201860465,17.6367104
4d,b6,ec,c2,0,f0,1d,46,414.123907,180.04907201860465,17.6367104
91,ee,ec,c2,0,f0,1d,46,414.173908,180.05148385116274,17.6367104
ee,bb,ea,c2,0,f0,1d,46,414.223913,180.02736636279064,17.6367104
72,ff,e6,c2,0,f0,1d,46,414.273916,179.98636654883728,17.6367104
5f,c4,f1,c2,0,f0,1d,46,414.323921,180.10454249302325,17.6367104
29,6d,de,c2,0,f0,1d,46,414.373924,179.89230826046514,17.6367104
48,5c,d0,c2,0,f0,1d,46,414.423924,179.73795616744178,17.6367104
2f,c7,be,c2,0,f0,1d,46,414.473935,179.54501609302326,17.6367104
fa,6f,ab,c2,0,f0,1d,46,414.523934,179.332782027907,17.6367104
96,48,91,c2,0,f0,1d,46,414.573936,179.04578333023255,17.6367104
2d,64,62,c2,0,f0,1d,46,414.62394,178.53121289302328,17.6367104
ac,4d,1a,c2,0,f0,1d,46,414.673942,177.7401584372093,17.6367104
15,ea,f0,c1,0,f0,1d,46,414.723951,177.2859772465116,17.6367104
56,9b,e4,c1,0,f0,1d,46,414.773953,177.15092014883726,17.6367104
34,d9,e2,c1,0,f0,1d,46,414.823957,177.13162515348836,17.6367104
ec,85,6,c2,0,f0,1d,46,414.87396,177.5231002046511,17.6367104
c7,3c,34,c2,0,f0,1d,46,414.923963,178.0247444651162,17.6367104
e2,a4,2d,c2,0,f0,1d,46,414.973966,177.9523926697675,17.6367104
ed,85,2e,c2,0,f0,1d,46,415.023969,177.9620391627907,17.6367104
67,15,2e,c2,0,f0,1d,46,415.073974,177.95721583255818,17.6367104
60,bb,25,c2,0,f0,1d,46,415.123976,177.86556904186057,17.6367104
59,61,1d,c2,0,f0,1d,46,415.173979,177.77392225116284,17.6367104
e0,a4,5,c2,0,f0,1d,46,415.223984,177.51345354418606,17.6367104
dd,65,ed,c1,0,f0,1d,46,415.273988,177.24738926511634,17.6367104
80,6b,d7,c1,0,f0,1d,46,415.323993,177.0062145488372,17.6367104
23,71,c1,c1,0,f0,1d,46,415.373996,176.76503983255816,17.6367104
f1,46,9e,c1,0,f0,1d,46,415.423998,176.379159683721,17.6367104
26,f8,91,c1,0,f0,1d,46,415.474003,176.24410057674413,17.6367104
e3,92,8d,c1,0,f0,1d,46,415.524005,176.19586610232557,17.6367104
45,e7,83,c1,0,f0,1d,46,415.574009,176.08974848372088,17.6367104
c8,ac,6b,c1,0,f0,1d,46,415.624011,175.82387810232558,17.6367104
b5,71,3a,c1,0,f0,1d,46,415.674015,175.28364586046507,17.6367104
82,47,17,c1,0,f0,1d,46,415.72402,174.8977655441861,17.6367104
8,54,fd,c0,0,f0,1d,46,415.774024,174.61299214883718,17.6367104
27,43,ef,c0,0,f0,1d,46,415.824028,174.45864005581393,17.6367104
49,7b,b3,c0,0,f0,1d,46,415.874028,173.8026380093022,17.6367104
2d,51,90,c0,0,f0,1d,46,416.424068,173.416761544186,17.6367104
a6,48,89,c0,0,f0,1d,46,416.474072,173.33958173023257,17.6367104
8,54,fd,c0,0,f0,1d,46,416.524075,174.61299214883718,17.6367104
1a,6c,0,c1,0,f0,1d,46,416.574081,174.64694433488376,17.6367104
cd,be,eb,c0,0,f0,1d,46,416.624081,174.4200463813953,17.6367104
2a,8c,c1,c0,0,f0,1d,46,416.674081,173.95699010232556,17.6367104
c2,ee,a8,c0,0,f0,1d,46,416.724083,173.68687959069769,17.6367104
3b,e6,a1,c0,0,f0,1d,46,416.774088,173.60969977674415,17.6367104
b1,94,c8,c0,0,f0,1d,46,416.824089,174.0341699162791,17.6367104
54,c7,f2,c0,0,f0,1d,46,416.874096,174.49722619534884,17.6367104
dc,8d,1c,c1,0,f0,1d,46,416.9241,174.95564852093014,17.6367104
9c,28,68,c1,0,f0,1d,46,416.974104,175.7852921302325,17.6367104
77,93,56,c1,0,f0,1d,46,417.024106,175.59235004651157,17.6367104
c8,ac,6b,c1,0,f0,1d,46,417.074112,175.82387810232558,17.6367104
e8,9b,5d,c1,0,f0,1d,46,417.124114,175.66952617674417,17.6367104
97,0,99,c1,0,f0,1d,46,417.174117,176.32127670697662,17.6367104
9c,28,68,c1,0,f0,1d,46,417.224119,175.7852921302325,17.6367104
8e,55,58,c1,0,f0,1d,46,417.27412,175.6116431999999,17.6367104
f0,c8,4d,c1,0,f0,1d,46,417.324122,175.4958809302325,17.6367104
a,12,20,c1,0,f0,1d,46,417.374131,174.994234827907,17.6367104
2b,20,61,c1,0,f0,1d,46,417.424135,175.7081159999999,17.6367104
5e,7c,95,c1,0,f0,1d,46,417.474134,176.2826885581395,17.6367104
9c,d3,f8,c1,0,f0,1d,46,417.524139,177.37280171162786,17.6367104
2,ee,27,c2,0,f0,1d,46,417.574142,177.8896863627906,17.6367104
55,7,65,c2,0,f0,1d,46,417.624142,178.56015354418605,17.6367104
dc,ad,81,c2,0,f0,1d,46,417.67415,178.8745489116278,17.6367104
dd,ad,95,c2,0,f0,1d,46,417.724152,179.0940184744186,17.6367104
e,ab,a0,c2,0,f0,1d,46,417.774155,179.21460625116276,17.6367104
b,7e,b0,c2,0,f0,1d,46,417.82416,179.38825233488376,17.6367104
e2,7,c6,c2,0,f0,1d,46,417.874161,179.62460372093028,17.6367104
99,75,d1,c2,0,f0,1d,46,417.924166,179.75001482790697,17.6367104
ab,83,d6,c2,0,f0,1d,46,417.974168,179.80548530232556,17.6367104
c7,45,d8,c2,0,f0,1d,46,418.024174,179.8247792930232,17.6367104
42,2,dc,c2,0,f0,1d,46,418.074179,179.86577893953495,17.6367104
50,e3,dc,c2,0,f0,1d,46,418.124182,179.87542593488365,17.6367104
c9,72,dc,c2,0,f0,1d,46,418.174184,179.8706024372093,17.6367104
ff,c9,db,c2,0,f0,1d,46,418.224192,179.8633672744187,17.6367104
bb,91,db,c2,0,f0,1d,46,418.274192,179.86095544186037,17.6367104
ff,c9,db,c2,0,f0,1d,46,418.324196,179.8633672744187,17.6367104
5e,c4,dd,c2,0,f0,1d,46,418.374199,179.88507293023258,17.6367104
96,48,e1,c2,0,f0,1d,46,418.424204,179.92366091162785,17.6367104
4b,89,e8,c2,0,f0,1d,46,418.474207,180.00324887441866,17.6367104
42,2,f0,c2,0,f0,1d,46,418.524211,180.08524833488366,17.6367104
2,f7,f3,c2,0,f0,1d,46,418.574217,180.12865998139534,17.6367104
2,f7,f3,c2,0,f0,1d,46,418.624218,180.12865998139534,17.6367104
a5,29,f6,c2,0,f0,1d,46,418.67422,180.15277746976744,17.6367104
e8,61,f6,c2,0,f0,1d,46,418.724225,180.1551891348837,17.6367104
6f,d2,f6,c2,0,f0,1d,46,418.774228,180.16001263255816,17.6367104
6d,a5,f2,c2,0,f0,1d,46,418.824231,180.11418948837206,17.6367104
4d,b6,ec,c2,0,f0,1d,46,418.874233,180.04907201860465,17.6367104
5,24,e4,c2,0,f0,1d,46,418.924238,179.95501389767435,17.6367104
df,da,d5,c2,0,f0,1d,46,418.974243,179.79824980465116,17.6367104
2b,9a,ba,c2,0,f0,1d,46,419.024246,179.49919261395337,17.6367104
dd,ad,95,c2,0,f0,1d,46,419.074249,179.0940184744186,17.6367104
8a,5e,78,c2,0,f0,1d,46,419.124251,178.7723876093023,17.6367104
b2,d4,3a,c2,0,f0,1d,46,419.174255,178.0970972651163,17.6367104
22,b0,1,c2,0,f0,1d,46,419.22426,177.47004223255817,17.6367104
8b,4c,d8,c1,0,f0,1d,46,419.274262,177.01586104186038,17.6367104
f9,a0,ce,c1,0,f0,1d,46,419.524284,176.9097454325581,17.6367104
b8,ef,da,c1,0,f0,1d,46,419.574286,177.04480253023257,17.6367104
aa,3b,ca,c1,0,f0,1d,46,419.624289,176.86150894883724,17.6367104
94,79,c8,c1,0,f0,1d,46,419.674291,176.84221596279065,17.6367104
e0,87,a6,3e,0,f0,1d,46,420.124325,-191.53655129302325,17.6367104
d4,8a,2f,40,0,f0,1d,46,420.174325,-187.2238510883721,17.6367104
d4,8a,2f,40,0,f0,1d,46,420.224329,-187.2238510883721,17.6367104
a0,8e,ee,3f,0,f0,1d,46,420.274333,-187.93696386976742,17.6367104
0,29,9a,3f,0,f0,1d,46,420.324338,-188.86309149767442,17.6367104
b0,ca,de,3e,0,f0,1d,46,420.374343,-190.9191730604651,17.6367104
0,d8,90,bb,0,f0,1d,46,420.424346,159.37649949767433,17.6367104
f0,c,46,bf,0,f0,1d,46,420.474347,169.79259147906976,17.6367104
d0,b,ab,be,0,f0,1d,46,420.524353,168.09165544186033,17.6367104
49,7b,b3,c0,0,f0,1d,46,420.574353,173.8026380093022,17.6367104
88,eb,29,bf,0,f0,1d,46,420.624358,169.48390236279067,17.6367104
64,5b,a9,bf,0,f0,1d,46,420.67436,170.88232788837217,17.6367104
44,a,22,c0,0,f0,1d,46,420.724365,172.20664029767443,17.6367104
a3,ff,b6,c0,0,f0,1d,46,420.774369,173.84123168372093,17.6367104
8a,6f,76,c0,0,f0,1d,46,420.82437,173.13275285581392,17.6367104
de,18,cc,c0,0,f0,1d,46,420.874374,174.072756055814,17.6367104
46,32,e1,c0,0,f0,1d,46,420.924377,174.30428796279068,17.6367104
b1,94,c8,c0,0,f0,1d,46,420.974382,174.0341699162791,17.6367104
f3,4f,1e,c1,0,f0,1d,46,421.024385,174.97494167441857,17.6367104
80,c0,46,c1,0,f0,1d,46,421.07439,175.41870496744184,17.6367104
4d,96,23,c1,0,f0,1d,46,421.124389,175.03282465116274,17.6367104
92,a5,d6,c0,0,f0,1d,46,421.174394,174.18852200930223,17.6367104
74,b2,5,c1,0,f0,1d,46,421.224392,174.70482731162792,17.6367104
6c,85,15,c1,0,f0,1d,46,421.274393,174.8784725581396,17.6367104
28,1,12,c1,0,f0,1d,46,421.324407,174.83988256744192,17.6367104
f,b8,3f,c1,0,f0,1d,46,421.37441,175.34152883720924,17.6367104
4a,f,53,c1,0,f0,1d,46,421.424413,175.55376390697666,17.6367104
45,e7,83,c1,0,f0,1d,46,421.474415,176.08974848372088,17.6367104
80,3e,97,c1,0,f0,1d,46,421.524422,176.3019835534884,17.6367104
56,6e,a4,c1,0,f0,1d,46,421.57442,176.44668915348836,17.6367104
72,8a,86,c1,0,f0,1d,46,421.624422,176.11868997209308,17.6367104
b2,ea,69,c1,0,f0,1d,46,421.674422,175.804585116279,17.6367104
c6,cb,1a,c1,0,f0,1d,46,421.724427,174.93635553488366,17.6367104
96,82,48,c1,0,f0,1d,46,421.774431,175.43799795348832,17.6367104
9c,28,68,c1,0,f0,1d,46,421.824434,175.7852921302325,17.6367104
c6,76,ab,c1,0,f0,1d,46,421.874439,176.52386511627913,17.6367104
f0,73,de,c1,0,f0,1d,46,421.924444,177.08339051162784,17.6367104
fc,54,df,c1,0,f0,1d,46,421.974447,177.09303717209298,17.6367104
2c,cb,f1,c1,0,f0,1d,46,422.024451,177.29562574883732,17.6367104
e0,a4,5,c2,0,f0,1d,46,422.074453,177.51345354418606,17.6367104
3d,9f,1b,c2,0,f0,1d,46,422.124456,177.7546282604651,17.6367104
87,4,48,c2,0,f0,1d,46,422.174459,178.24180269767442,17.6367104
40,9f,6b,c2,0,f0,1d,46,422.224461,178.63250634418603,17.6367104
d5,26,89,c2,0,f0,1d,46,422.274463,178.95654870697672,17.6367104
7c,86,b7,c2,0,f0,1d,46,422.374472,179.46542846511625,17.6367104
3a,7b,cf,c2,0,f0,1d,46,422.424474,179.72830917209308,17.6367104
3c,a8,d3,c2,0,f0,1d,46,422.47448,179.77413231627906,17.6367104
24,13,d6,c2,0,f0,1d,46,422.524488,179.8006618046511,17.6367104
66,4b,d6,c2,0,f0,1d,46,422.574483,179.80307330232563,17.6367104
66,4b,d6,c2,0,f0,1d,46,422.624487,179.80307330232563,17.6367104
66,4b,d6,c2,0,f0,1d,46,422.674498,179.80307330232563,17.6367104
d1,f9,d4,c2,0,f0,1d,46,422.724501,179.78860280930235,17.6367104
58,6a,d5,c2,0,f0,1d,46,422.774506,179.7934263069767,17.6367104
7,51,d4,c2,0,f0,1d,46,422.824508,179.78136764651163,17.6367104
7d,b3,cf,c2,0,f0,1d,46,422.874512,179.73072083720933,17.6367104
a4,29,ce,c2,0,f0,1d,46,422.924513,179.71383851162796,17.6367104
fe,c9,c7,c2,0,f0,1d,46,422.974521,179.6438977116278,17.6367104
35,21,b3,c2,0,f0,1d,46,423.224537,179.4171933209302,17.6367104
b,7e,b0,c2,0,f0,1d,46,423.274539,179.38825233488376,17.6367104
59,61,1d,c2,0,f0,1d,46,423.77457,177.77392225116284,17.6367104
78,50,f,c2,0,f0,1d,46,423.824581,177.61957015813948,17.6367104
ba,5b,b,c2,0,f0,1d,46,423.87458,177.5761588465117,17.6367104
40,cc,b,c2,0,f0,1d,46,423.924585,177.58098217674421,17.6367104
35,eb,a,c2,0,f0,1d,46,423.97459,177.57133568372092,17.6367104
a8,20,2,c2,0,f0,1d,46,424.024595,177.47486556279068,17.6367104
d4,f0,1c,c2,0,f0,1d,46,424.074595,177.76909908837206,17.6367104
8c,5e,0,c2,0,f0,1d,46,424.124599,177.45557157209294,17.6367104
77,f6,6,c2,0,f0,1d,46,424.174605,177.52792437209303,17.6367104
12,cf,0,c2,0,f0,1d,46,424.224607,177.46039490232556,17.6367104
e0,38,fd,c1,0,f0,1d,46,424.274611,177.42103635348838,17.6367104
8c,5e,0,c2,0,f0,1d,46,424.324613,177.45557157209294,17.6367104
15,ea,f0,c1,0,f0,1d,46,424.374618,177.2859772465116,17.6367104
c6,a3,eb,c1,0,f0,1d,46,424.424621,177.2280961116278,17.6367104
f0,73,de,c1,0,f0,1d,46,424.474624,177.08339051162784,17.6367104
8e,f2,a7,c1,0,f0,1d,46,424.524628,176.48527713488363,17.6367104
29,cb,a1,c1,0,f0,1d,46,424.574631,176.41774766511628,17.6367104
aa,e,8a,c1,0,f0,1d,46,424.624634,176.15727795348835,17.6367104
f6,6e,6d,c1,0,f0,1d,46,424.674637,175.8431751069768,17.6367104
6e,66,66,c1,0,f0,1d,46,424.724641,175.7659951255814,17.6367104
d1,d9,5b,c1,0,f0,1d,46,424.774644,175.65023302325574,17.6367104
99,9,19,c1,0,f0,1d,46,424.824648,174.9170586976744,17.6367104
ba,34,45,c0,0,f0,1d,46,424.87465,172.59253183255805,17.6367104
1c,4b,b6,3f,0,f0,1d,46,424.924656,-188.55437224186048,17.6367104
0,9,d8,3d,0,f0,1d,46,424.974662,-193.8025245767442,17.6367104
fc,7c,e,c1,0,f0,1d,46,425.024665,174.80129659534884,17.6367104
e0,87,a6,3e,0,f0,1d,46,425.074668,-191.53655129302325,17.6367104
18,6c,b7,bf,0,f0,1d,46,425.12467,171.0366724465116,17.6367104
3b,e6,a1,c0,0,f0,1d,46,425.174674,173.60969977674415,17.6367104
cd,be,eb,c0,0,f0,1d,46,425.224675,174.4200463813953,17.6367104
82,47,17,c1,0,f0,1d,46,425.27468,174.8977655441861,17.6367104
ae,cf,f9,c0,0,f0,1d,46,425.324682,174.57439847441856,17.6367104
b,9d,cf,c0,0,f0,1d,46,425.374687,174.1113421953488,17.6367104
ef,72,ac,c0,0,f0,1d,46,425.424688,173.7254657302325,17.6367104
d0,83,ba,c0,0,f0,1d,46,425.474694,173.87981782325585,17.6367104
81,4b,f6,c0,0,f0,1d,46,425.524697,174.53581233488376,17.6367104
b8,f8,a,c1,0,f0,1d,46,425.574701,174.76270660465116,17.6367104
ea,22,2e,c1,0,f0,1d,46,425.624702,175.1485867534883,17.6367104
9e,af,38,c1,0,f0,1d,46,425.674708,175.26435270697675,17.6367104
44,69,33,c1,0,f0,1d,46,425.724708,175.20646973023258,17.6367104
82,47,17,c1,0,f0,1d,46,425.774714,174.8977655441861,17.6367104
12,3f,10,c1,0,f0,1d,46,425.824712,174.82058958139532,17.6367104
82,47,17,c1,0,f0,1d,46,425.874716,174.8977655441861,17.6367104
8b,74,7,c1,0,f0,1d,46,425.924721,174.72412046511636,17.6367104
48,f0,3,c1,0,f0,1d,46,425.974731,174.6855306418605,17.6367104
8b,74,7,c1,0,f0,1d,46,426.02473,174.72412046511636,17.6367104
27,43,ef,c0,0,f0,1d,46,426.074734,174.45864005581393,17.6367104
84,10,c5,c0,0,f0,1d,46,426.124737,173.99558377674418,17.6367104
b,9d,cf,c0,0,f0,1d,46,426.17474,174.1113421953488,17.6367104
84,10,c5,c0,0,f0,1d,46,426.224743,173.99558377674418,17.6367104
74,b2,5,c1,0,f0,1d,46,426.274746,174.70482731162792,17.6367104
f6,6e,6d,c1,0,f0,1d,46,426.32475,175.8431751069768,17.6367104
12,3f,10,c1,0,f0,1d,46,426.374755,174.82058958139532,17.6367104
88,ed,36,c1,0,f0,1d,46,426.424757,175.24505972093027,17.6367104
22,f3,70,c1,0,f0,1d,46,426.474759,175.88176107906986,17.6367104
c4,a3,9b,c1,0,f0,1d,46,426.524759,176.35021819534882,17.6367104
50,14,c4,c1,0,f0,1d,46,426.574761,176.79398132093024,17.6367104
e0,a4,5,c2,0,f0,1d,46,426.624766,177.51345354418606,17.6367104
ea,58,3e,c2,0,f0,1d,46,426.674769,178.13568524651157,17.6367104
eb,58,66,c2,0,f0,1d,46,426.724775,178.57462420465117,17.6367104
76,2c,87,c2,0,f0,1d,46,426.774778,178.93484305116283,17.6367104
2a,6d,a2,c2,0,f0,1d,46,426.824779,179.2339002418604,17.6367104
56,3d,bd,c2,0,f0,1d,46,426.874783,179.5281337674419,17.6367104
96,48,e1,c2,0,f0,1d,46,426.924786,179.92366091162785,17.6367104
20,e6,f9,c2,0,f0,1d,46,426.9748,180.19377711627897,17.6367104
35,3c,1,c3,0,f0,1d,46,427.024795,180.2742813209303,17.6367104
8c,af,0,c3,0,f0,1d,46,427.074798,180.26825190697673,17.6367104
cf,e7,0,c3,0,f0,1d,46,427.124806,180.27066357209299,17.6367104
38,69,5,c3,0,f0,1d,46,427.174807,180.32010463255824,17.6367104
86,55,2,c3,0,f0,1d,46,427.224812,180.28633998139526,17.6367104
3d,c3,3,c3,0,f0,1d,46,427.274819,180.30201639069764,17.6367104
86,55,2,c3,0,f0,1d,46,427.324818,180.28633998139526,17.6367104
a8,71,2,c3,0,f0,1d,46,427.374822,180.28754589767436,17.6367104
64,39,2,c3,0,f0,1d,46,427.424824,180.28513406511627,17.6367104
43,1d,2,c3,0,f0,1d,46,427.474829,180.283928316279,17.6367104
a3,17,4,c3,0,f0,1d,46,427.524833,180.30563413953485,17.6367104
64,39,2,c3,0,f0,1d,46,427.574834,180.28513406511627,17.6367104
eb,a9,2,c3,0,f0,1d,46,427.624839,180.28995756279073,17.6367104
ca,8d,2,c3,0,f0,1d,46,427.674843,180.28875181395347,17.6367104
d,c6,2,c3,0,f0,1d,46,427.724847,180.29116347906984,17.6367104
d8,6e,3,c3,0,f0,1d,46,427.774849,180.29839880930228,17.6367104
a8,71,2,c3,0,f0,1d,46,427.824852,180.28754589767436,17.6367104
b6,52,3,c3,0,f0,1d,46,427.874856,180.29719289302318,17.6367104
43,1d,2,c3,0,f0,1d,46,427.924862,180.283928316279,17.6367104
78,74,1,c3,0,f0,1d,46,427.974867,180.27669298604656,17.6367104
8c,af,0,c3,0,f0,1d,46,428.024868,180.26825190697673,17.6367104
20,e6,f9,c2,0,f0,1d,46,428.074871,180.19377711627897,17.6367104
5b,97,ed,c2,0,f0,1d,46,428.124873,180.05871901395346,17.6367104
91,ee,d8,c2,0,f0,1d,46,428.174878,179.83201445581403,17.6367104
24,13,c2,c2,0,f0,1d,46,428.224884,179.58119240930228,17.6367104
ac,83,9a,c2,0,f0,1d,46,428.274886,179.14707728372105,17.6367104
63,bb,75,c2,0,f0,1d,46,428.324887,178.74344712558127,17.6367104
e2,a4,2d,c2,0,f0,1d,46,428.374891,177.9523926697675,17.6367104
fe,27,ef,c1,0,f0,1d,46,428.424899,177.2666840930233,17.6367104
1e,17,e1,c1,0,f0,1d,46,428.474903,177.11233216744176,17.6367104
6f,30,f6,c1,0,f0,1d,46,428.524903,177.34386022325577,17.6367104
af,7a,a,c2,0,f0,1d,46,428.574907,177.5665123534883,17.6367104
2b,64,12,c2,0,f0,1d,46,428.624912,177.6533349767442,17.6367104
dd,77,15,c2,0,f0,1d,46,428.674913,177.68709962790695,17.6367104
c1,b5,13,c2,0,f0,1d,46,428.724916,177.6678056372093,17.6367104
cc,96,14,c2,0,f0,1d,46,428.774919,177.6774521302325,17.6367104
94,12,11,c2,0,f0,1d,46,428.824924,177.63886414883723,17.6367104
8,48,8,c2,0,f0,1d,46,428.874928,177.54239419534883,17.6367104
99,0,e9,c1,0,f0,1d,46,428.924931,177.19915462325582,17.6367104
2e,52,c2,c1,0,f0,1d,46,428.974936,176.77468632558134,17.6367104
d2,57,ac,c1,0,f0,1d,46,429.024937,176.53351177674415,17.6367104
f6,cd,be,c1,0,f0,1d,46,429.074943,176.73609834418596,17.6367104
d8,b1,8c,c1,0,f0,1d,46,429.124944,176.18621960930227,17.6367104
6e,66,66,c1,0,f0,1d,46,429.174949,175.7659951255814,17.6367104
1d,4d,51,c1,0,f0,1d,46,429.224951,175.5344670697674,17.6367104
7a,1a,27,c1,0,f0,1d,46,429.274956,175.07141079069766,17.6367104
b8,f8,a,c1,0,f0,1d,46,429.32496,174.76270660465116,17.6367104
73,b6,e4,c0,0,f0,1d,46,429.374962,174.3428741023256,17.6367104
bf,29,da,c0,0,f0,1d,46,429.424966,174.22710814883726,17.6367104
49,7b,b3,c0,0,f0,1d,46,429.474968,173.8026380093022,17.6367104
a3,ff,b6,c0,0,f0,1d,46,429.524974,173.84123168372093,17.6367104
52,1b,30,c0,0,f0,1d,46,429.574975,172.36099992558138,17.6367104
64,5b,a9,bf,0,f0,1d,46,429.624978,170.88232788837217,17.6367104
f0,c,46,bf,0,f0,1d,46,429.674985,169.79259147906976,17.6367104
44,a,22,c0,0,f0,1d,46,429.724987,172.20664029767443,17.6367104
64,5b,a9,bf,0,f0,1d,46,429.774989,170.88232788837217,17.6367104
20,ca,d,bf,0,f0,1d,46,429.824995,169.1752132465116,17.6367104
4c,40,82,c0,0,f0,1d,46,429.874998,173.26240945116285,17.6367104
